id,word_freq,match,average_length,cluster_name
0,"[('local', 15), ('localy', 2), ('lcal', 1), ('loal', 1), ('locl', 1), ('', 1), ('manufacture', 1), ('supplier', 1), ('nairobi', 1), ('manufacturer', 1), ('artisan', 1), ('juakali', 1), ('loca', 1), ('locali', 1), ('providers', 1), ('seller', 1), ('made', 1), ('local.', 1), ('industries', 1), ('manufactur', 1), ('any', 1), ('carpenters', 1), ('locals', 1), ('ltd.', 1)]","['local', 'localy', 'locals', 'locali', 'local.', 'local,', 'locl', 'loca', 'loal', 'lcal']",2.0,local localy
1,"[('fugo', 8), ('fug', 1), ('company', 1), ('fuo', 1), ('feeds', 1), ('ltd', 1), ('fungo', 1), ('vits', 1), ('unga', 1), ('feed', 1), ('vit', 1)]","['fugo', 'fungo', 'fuo', 'fug']",2.0,fugo fug
2,"[('mukurwe', 1), ('ini', 1), ('dairy', 1)]",['mukurwe-ini'],2.0,mukurwe ini
3,"[('xxxx', 1), ('xxx', 1)]","['xxxx', 'xxx']",1.0,xxxx
4,"[('g&g', 1)]",['g&g'],1.0,g&g
5,"[('rainbow', 11), ('agro', 3), ('rain', 2), ('bow', 2), ('agrochemicals', 1), ('agri', 1), ('pharm', 1), ('biosciences', 1), ('raibow', 1), ('rainvow', 1), ('rianbow', 1), ('ltd', 1), ('rainboe', 1), ('chemical', 1), ('chemicals', 1), ('agricare', 1), ('science', 1), ('rainbaw', 1), ('rainbows', 1), ('s', 1)]","['rainbow', 'rainbows', 'rain bow', 'raibow', 'rianbow', 'rainvow', 'rainboe', 'rainbaw']",2.0,rainbow agro
6,"[('ttt', 1), ('tttt', 1)]","['ttt', 'tttt']",1.0,ttt
7,"[('osho', 9), ('ferrox', 1), ('industry', 1), ('ltd', 1), ('limited', 1), ('company', 1), ('chemical', 1), ('chemicals', 1), ('chemical.', 1)]",['osho'],2.0,osho ferrox
8,"[('chloride', 4), ('exide', 1), ('oxide', 1), ('ltd', 1)]",['chloride'],2.0,chloride exide
9,"[('general', 10), ('bovtans', 5), ('merchants', 4), ('merchant', 3), ('bovtan', 2), ('bovitans', 2), ('bovitan', 2), ('mechart', 1), ('marchants', 1), ('minerals', 1), ('geeral', 1), ('mechants', 1)]","['bovtans general', 'bovitans general', 'bovtans geeral', 'bovtan general', 'bovitan general']",3.0,general bovtans merchants
10,"[('ruiru', 6), ('ltd', 1), ('dmbl', 1), ('fertlizers', 1), ('kenya', 1), ('fertilizer', 1)]",['ruiru'],2.0,ruiru ltd
11,"[('*', 1)]",['*'],1.0,*
12,"[('hcx', 1)]",['hcx'],1.0,hcx
13,"[('ggg', 1), ('fggg', 1)]","['ggg', 'fggg']",1.0,ggg
14,"[('g.i', 1)]",['g.i'],1.0,g.i
15,"[('c&g', 1)]",['c&g'],1.0,c&g
16,"[('joj', 1)]",['joj'],1.0,joj
17,"[('concept', 4), ('concepts', 3), ('ltd', 2), ('e.a', 1), ('africa', 1), ('limited', 1)]","['concept', 'concepts']",2.0,concept concepts
18,"[('0', 1)]",['0'],1.0,0
19,"[('dbn', 1)]",['dbn'],1.0,dbn
20,"[('boresha', 3), ('bakers', 1), ('feeds', 1)]",['boresha'],2.0,boresha bakers
21,"[('loxal', 1)]","['loxal', 'loal']",1.0,loxal
22,"[('dghh', 1), ('dgh', 1)]","['dghh', 'dgh']",1.0,dghh
23,"[('befa', 1), ('bea', 1), ('ltd', 1)]","['befa', 'bea']",2.0,befa bea
24,"[('k+s', 1)]",['k+s'],1.0,k+s
25,"[('interchemie', 6), ('werken', 4), ('inter', 3), ('holland', 3), ('ltd', 3), ('interchem', 3), ('intercheme', 2), ('interchemi', 2), ('interchemia', 2), ('interhemie', 1), ('chemie', 1), ('initercheme', 1), ('interchemei', 1), ('chemi', 1), ('unterchemie', 1), ('lnterchemie', 1), ('interchemie.', 1), ('hollad', 1), ('intechemie', 1), ('chem', 1), ('limited', 1), ('interchmie', 1), ('ltd.', 1)]","['interchemie', 'interchemie.', 'inter-chemie', 'interhemie', 'interchmie', 'interchemi', 'intercheme', 'intechemie', 'unterchemie', 'lnterchemie', 'interchemia', 'interchemei', 'inter chemi', 'initercheme', 'interchem', 'inter-chem']",2.0,interchemie werken
26,"[('mavuno', 5), ('bora', 1), ('smart', 1), ('company', 1), ('feeds', 1)]",['mavuno'],2.0,mavuno bora
27,"[('fino', 4), ('ject', 2), ('', 1), ('jet', 1)]","['fino-', 'fino']",2.0,fino ject
28,"[('doctor', 3), ('pharm', 1), ('pharma', 1)]",['doctor'],2.0,doctor pharm
29,"[('intetchem', 1), ('intechem', 1)]","['intetchem', 'intechem', 'interchem']",1.0,intetchem
30,"[('gofa', 2), ('ltd', 1)]",['gofa'],2.0,gofa ltd
31,"[('bora', 10), ('ltd', 2), ('borabora', 1), ('fertilizers', 1), ('manufactures', 1), ('vanlo', 1), ('suppliers', 1)]","['borabora', 'bora bora']",3.0,bora ltd borabora
32,"[('yog', 1), ('ness', 1), ('rhino', 1)]","['yog/ness,rhino']",1.0,yog
33,"[('technical', 1), ('assistance', 1), ('for', 1), ('vetinary', 1), ('nutrionists', 1)]",['technical assistance'],5.0,technical assistance for vetinary nutrionists
34,"[('g', 3), ('ltd', 1), ('&t', 1)]",['g'],2.0,g ltd
35,"[('bajaj', 4), ('boxer', 1), ('industries', 1), ('ind.', 1)]",['bajaj'],2.0,bajaj boxer
36,"[('new', 2), ('down', 2), ('town', 1), ('tawn', 1)]",['new down'],3.0,new down town
37,"[('ningbo', 4), ('sunjoy', 1), ('ningabo', 1), ('generic', 1), ('genei', 1)]","['ningbo', 'ningabo']",2.0,ningbo sunjoy
38,"[('narl', 1), ('kawanda', 1)]",['narl'],2.0,narl kawanda
39,"[('vhc', 1)]",['vhc'],1.0,vhc
40,"[('hetco', 1), ('yog', 1), ('class', 1), ('one', 1)]",['hetco/yog/class'],2.0,hetco yog
41,"[('globe', 5), ('ltd', 2), ('pharm', 1), ('glob', 1), ('tape', 1), ('pharmacy', 1)]","['globe', 'glob']",2.0,globe ltd
42,"[('yog', 1), ('pd', 1), ('rhino', 1), ('cr', 1), ('ramg', 1), ('royal', 1), ('', 1)]","['yog,pd,rhino,cr,ramg,royal,']",1.0,yog
43,"[('fbd', 1)]",['fbd'],1.0,fbd
44,"[('william', 2), ('&', 2), ('sons', 2), ('grants', 1), ('lts', 1), ('grant', 1)]","['william grants', 'william grant']",4.0,william & sons grants
45,"[('splash', 1)]",['splash'],1.0,splash
46,"[('.', 1)]",['.'],1.0,.
47,"[('afyamax', 2), ('afyamix', 2), ('ltd', 2), ('afymax', 1), ('nyama', 1)]","['afyamax', 'afymax', 'afyamix']",2.0,afyamax afyamix
48,"[('cvv', 1)]",['cvv'],1.0,cvv
49,"[('thai', 5), ('nippon', 5), ('rubber', 4), ('industry', 2), ('plc', 1), ('ind', 1), ('industrys', 1)]",['thai nippon'],4.0,thai nippon rubber industry
50,"[('led', 2), ('bulb', 1)]",['led'],2.0,led bulb
51,"[('sunlight', 18), ('herb', 17), ('medicament', 10), ('baoding', 9), ('boading', 8), ('ltd', 7), ('co', 6), ('co.', 2), ('co.ltd', 2), ('boarding', 2), ('ltd.', 2), ('sunliht', 1), ('herd', 1), ('medication', 1), ('medlcament', 1), ('medcament', 1), ('mgt', 1)]","['baoding sunlight', 'boading sunlight', 'boarding sunlight', 'boading sunliht', 'baoding sunlight herb']",5.0,sunlight herb medicament baoding boading
52,"[('ordinary', 1), ('ordiary', 1)]","['ordinary', 'ordiary']",1.0,ordinary
53,"[('agribase', 4), ('bioscience', 2), ('agri', 1), ('base', 1), ('agrbase', 1), ('ltd', 1)]","['agribase', 'agri-base', 'agrbase']",2.0,agribase bioscience
54,"[('exceed', 3), ('24', 1), ('seed', 1), ('exceed24', 1), ('limited', 1)]","['exceed', 'exceed24']",2.0,exceed 24
55,"[('yhhy', 1), ('hhy', 1)]","['yhhy', 'hhy']",1.0,yhhy
56,"[('mastermind', 1), ('electronics', 1)]",['mastermind'],2.0,mastermind electronics
57,"[('montajat', 1), ('muntajat', 1), ('ltd', 1)]","['montajat', 'muntajat']",2.0,montajat muntajat
58,"[('rithophos', 1)]",['rithophos'],1.0,rithophos
59,"[('1', 1)]",['1'],1.0,1
60,"[('dynapharmlab', 4), ('associate', 3), ('dynapharm', 1), ('lab', 1), ('sdn.', 1), ('bhd', 1), ('dynapharmalab', 1), ('ass', 1), ('association', 1)]","['dynapharm lab', 'dynapharmlab', 'dynapharmalab']",2.0,dynapharmlab associate
61,"[('taizhou', 5), ('xinkang', 1), ('city', 1), ('ltd', 1), ('xiefeng', 1)]",['taizhou'],2.0,taizhou xinkang
62,"[('gs', 1)]",['gs'],1.0,gs
63,"[('hg', 2), ('marcos', 1)]",['hg'],2.0,hg marcos
64,"[('fabrique', 3), ('par', 1), ('far', 1)]",['fabrique'],2.0,fabrique par
65,"[('sphinx', 8), ('sphinix', 3), ('pharmaceuticals', 3), ('syphinix', 2), ('pharm', 2), ('sphnix', 2), ('pharma', 2), ('ltd', 1), ('spinix', 1), ('sphynix', 1), ('syphnix', 1), ('pharmasticals', 1), ('pharmacentical', 1), ('phamaceuticals', 1), ('limited', 1)]","['sphinix', 'syphinix', 'spinix', 'sphnix', 'sphinx', 'syphnix', 'sphynix']",2.0,sphinx sphinix
66,"[('healthcare', 1), ('manufacturing', 1), ('ltd', 1)]",['healthcare manufacturing'],3.0,healthcare manufacturing ltd
67,"[('yielderphos', 2), ('hiyielderphos', 1), ('hi', 1)]","['hiyielderphos', 'hi-yielderphos', 'yielderphos']",1.0,yielderphos
68,"[('atom', 2), ('electronics', 1), ('laboratory', 1), ('atm', 1)]","['atom', 'atm']",2.0,atom electronics
69,"[('gc', 1)]",['gc'],1.0,gc
70,"[('flower', 5), ('brand', 1), ('ltd', 1), ('kapi', 1), ('flowers', 1), ('value', 1)]","['flower', 'flowers']",2.0,flower brand
71,"[('galvamesh', 7), ('enterprises', 2), ('galvanesh', 2), ('ent.ltd', 1), ('ltd', 1), ('l.t.d', 1), ('ent', 1), ('ent.', 1)]","['galvamesh', 'galvanesh']",2.0,galvamesh enterprises
72,"[('kcg', 1)]",['kcg'],1.0,kcg
73,"[('bovtans', 3), ('bovtan', 2), ('general', 1), ('bovitans.', 1), ('bovitans', 1), ('bovitan', 1), ('ltd', 1), ('limited', 1)]","['bovtans', 'bovitans', 'bovtan', 'bovitans.', 'bovitan']",1.0,bovtans
74,"[('dooba', 5), ('doba', 2), ('kampala', 1), ('enterprises', 1), ('dhooba', 1), ('ent', 1), ('kla', 1), ('enterprise', 1)]","['dooba', 'dhooba', 'doba']",2.0,dooba doba
75,"[('imwitha', 3), ('millersimwith', 1), ('millers', 1)]",['imwitha'],2.0,imwitha millersimwith
76,"[('250mls', 1)]",['250mls'],1.0,250mls
77,"[('touchphos', 1)]",['touchphos'],1.0,touchphos
78,"[('baba', 2), ('bab', 2), ('sifira', 1), ('bamba', 1), ('astra', 1), ('lao', 1)]","['baba', 'bamba', 'bab']",2.0,baba bab
79,"[('choice', 1), ('mix', 1), ('maziwa', 1)]",['choice mix'],3.0,choice mix maziwa
80,"[('rungu', 1)]",['rungu'],1.0,rungu
81,"[('spagheti', 1)]",['spagheti'],1.0,spagheti
82,"[('extra', 1), ('tunza', 1), ('ngombe', 1), ('max', 1)]",['extra tunza'],4.0,extra tunza ngombe max
83,"[('momo', 4), ('omo', 1), ('somo', 1), ('agro', 1), ('agrochemicals', 1), ('agros', 1)]","['omo', 'somo', 'momo']",2.0,momo omo
84,"[('laizol', 1)]",['laizol'],1.0,laizol
85,"[('locsl', 1)]","['locsl', 'locl']",1.0,locsl
86,"[('gazzetti', 1)]",['gazzetti'],1.0,gazzetti
87,"[('millenium', 1)]",['millenium'],1.0,millenium
88,"[('uhuru', 3), ('bags', 1), ('bag', 1)]",['uhuru'],2.0,uhuru bags
89,"[('hub', 1)]",['hub'],1.0,hub
90,"[('goodwill', 1)]",['goodwill'],1.0,goodwill
91,"[('f', 1)]",['f'],1.0,f
92,"[('rebearth', 2), ('ltd', 1)]",['rebearth'],2.0,rebearth ltd
93,"[('h', 1)]",['h'],1.0,h
94,"[('raintella', 1), ('ltd', 1)]",['raintella'],2.0,raintella ltd
95,"[('house', 4), ('of', 4), ('nice', 3), ('plastics', 2), ('nice.', 1), ('plastic', 1), ('plasictic', 1)]","['nice. house', 'nice house']",4.0,house of nice plastics
96,"[('diminashish', 2), ('limited', 1)]",['diminashish'],2.0,diminashish limited
97,"[('anma', 1)]",['anma'],1.0,anma
98,"[('jj', 1)]",['jj'],1.0,jj
99,"[('glorious', 1), ('glorions', 1), ('paints', 1)]","['glorious', 'glorions']",2.0,glorious glorions
100,"[('quencher', 1)]",['quencher'],1.0,quencher
101,"[('h.o.p', 1)]",['h.o.p'],1.0,h.o.p
102,"[('gvs', 5), ('bliss', 4), ('pharma', 3), ('ltd', 3), ('pharm', 2), ('blissgvs', 1), ('blissgas', 1), ('ltd.', 1), ('blis', 1)]","['blissgvs', 'bliss gvs', 'blissgas', 'blis gvs']",3.0,gvs bliss pharma
103,"[('guru', 1), ('nanak', 1)]",['guru'],2.0,guru nanak
104,"[('leben', 4), ('ltd', 1), ('laboratories', 1), ('labs', 1)]",['leben'],2.0,leben ltd
105,"[('p&g', 1)]",['p&g'],1.0,p&g
106,"[('dc', 1)]",['dc'],1.0,dc
107,"[('downy', 3), ('luxrious', 1), ('down', 1), ('fitting{local}', 1), ('dony', 1), ('feeds', 1), ('comfort', 1)]","['downy', 'down', 'dony']",2.0,downy luxrious
108,"[('magadi', 9), ('more', 1), ('salt', 1), ('kenya', 1), ('ltd.', 1), ('magandi', 1), ('moore', 1), ('ltd', 1), ('limited', 1), ('soda', 1)]","['magadi', 'magandi']",2.0,magadi more
109,"[('lincoln', 3), ('pharmaceuticals', 2), ('lincon', 1), ('ltd', 1), ('lincolin', 1)]","['lincon', 'lincoln', 'lincolin']",2.0,lincoln pharmaceuticals
110,"[(""king's"", 1), ('choice', 1), ('feeds', 1)]","[""king's choice""]",3.0,king's choice feeds
111,"[('main', 8), ('town', 8), ('maintown', 5), ('agrovet', 4), ('veterinary', 3), ('vet', 2), ('services', 2), ('ltd', 2), ('veterinaryservices', 1), ('center', 1), ('centre', 1)]","['main town', 'maintown']",3.0,main town maintown
112,"[('hhhh', 1), ('hhh', 1)]","['hhhh', 'hhh']",1.0,hhhh
113,"[('mugalula', 1)]",['mugalula'],1.0,mugalula
114,"[('flamingo', 2), ('china', 1)]",['flamingo'],2.0,flamingo china
115,"[('g.n.s', 1)]",['g.n.s'],1.0,g.n.s
116,"[('bd', 10), ('discardit', 1), ('pharmaceauticals', 1), ('pharmacutical', 1), ('ltd.', 1), ('discardict', 1), ('pharm', 1), ('pharmaceauticas', 1), ('pharmaceuticals', 1), ('discard', 1)]",['bd'],2.0,bd discardit
117,"[('penguine', 1), ('penguin', 1), ('peguin', 1)]","['penguine', 'penguin', 'peguin']",1.0,penguine
118,"[('daniel', 1), ('villa', 1)]",['daniel'],2.0,daniel villa
119,"[('dyl', 1)]",['dyl'],1.0,dyl
120,"[('ordinally', 1)]",['ordinally'],1.0,ordinally
121,"[('qc', 1)]",['qc'],1.0,qc
122,"[('koko', 2), ('koo', 1), ('kioko', 1), ('comp', 1)]","['koko', 'kioko', 'koo']",1.0,koko
123,"[('300mg', 1)]",['300mg'],1.0,300mg
124,"[('shabiki', 2), ('feeds', 1)]",['shabiki'],2.0,shabiki feeds
125,"[('musilam', 1)]",['musilam'],1.0,musilam
126,"[('neo', 2), ('life', 1), ('cell', 1), ('nemo', 1), ('vets', 1), ('neon', 1)]","['neo', 'neon', 'nemo']",2.0,neo life
127,"[('milkees', 1)]",['milkees'],1.0,milkees
128,"[('sanga', 8), ('vet', 8), ('chem', 4), ('ltd', 4), ('chemicals', 2), ('sanagavet', 1), ('tld', 1), ('ltf', 1), ('com', 1), ('sangavet', 1)]","['sanagavet', 'sangavet', 'sanga vet']",3.0,sanga vet chem
129,"[('bukoola', 3), ('chemical', 3), ('campany', 2), ('india', 1), (""company's"", 1)]",['bukoola chemical'],3.0,bukoola chemical campany
130,"[('hipraviar', 1)]",['hipraviar'],1.0,hipraviar
131,"[('hgg', 1)]",['hgg'],1.0,hgg
132,"[('tct', 1)]",['tct'],1.0,tct
133,"[('niceone', 1)]",['niceone'],1.0,niceone
134,"[('@', 1)]",['@'],1.0,@
135,"[('kyebe', 8), ('kyeebe', 1), ('distributor', 1), ('enterprises', 1), ('agro', 1), ('merchandise', 1), ('agrochemicals', 1), ('general', 1), ('chemicals', 1)]","['kyeebe', 'kyebe']",2.0,kyebe kyeebe
136,"[('master', 2), ('time', 2), ('traders', 1), ('trader', 1)]",['master time'],3.0,master time traders
137,"[('jenburkt', 1), ('jenburkert', 1)]","['jenburkt', 'jenburkert']",1.0,jenburkt
138,"[('mashall', 1), ('amashal', 1)]","['mashall', 'amashal']",1.0,mashall
139,"[('kilimanjaro', 2), ('seeds', 1)]",['kilimanjaro'],2.0,kilimanjaro seeds
140,"[('..', 1)]",['..'],1.0,..
141,"[('psl', 2), ('ltd', 1)]",['psl'],2.0,psl ltd
142,"[('jiansu', 1), ('new', 1), ('energy', 1), ('crop', 1), ('protection', 1)]",['jiansu new'],5.0,jiansu new energy crop protection
143,"[('globivac', 2), ('co.ltd', 1)]",['globivac'],2.0,globivac co.ltd
144,"[('marrew', 1), ('g', 1), ('h', 1)]",['marrew g'],3.0,marrew g h
145,"[('eurofix', 1)]",['eurofix'],1.0,eurofix
146,"[('vitacura', 3), ('pharmaceaticals', 1), ('pharmaceuticals', 1)]",['vitacura'],2.0,vitacura pharmaceaticals
147,"[('kilimo', 7), ('field', 6), ('master', 6), ('company', 3), ('ltd', 2), ('ltd.', 1), ('fied', 1), ('feed', 1), ('kilimbo', 1), ('masters', 1), ('limited', 1)]","['kilimo field', 'kilimbo field', 'kilimo fied', 'kilimo feed']",4.0,kilimo field master company
148,"[('krickwood', 1)]",['krickwood'],1.0,krickwood
149,"[('uganda', 1), ('house', 1), ('of', 1), ('plastics', 1)]",['uganda house'],4.0,uganda house of plastics
150,"[('mamujee', 2), ('products', 1)]",['mamujee'],2.0,mamujee products
151,"[('kzh', 1)]",['kzh'],1.0,kzh
152,"[('sayari', 3), ('crop', 3), ('system', 1), ('science', 1), ('care', 1)]",['sayari crop'],3.0,sayari crop system
153,"[('east', 19), ('africa', 14), ('african', 7), ('business', 3), ('ltd', 3), ('seed', 3), ('seeds', 3), ('co.', 2), ('co', 2), ('cables', 2), ('bus', 2), ('plastics', 1), ('east.', 1), ('oversaeas', 1), ('overseas', 1), ('india', 1), ('eastafrica', 1), ('limited', 1), ('west', 1), ('ea', 1), ('africans', 1), ('cable', 1), ('plastic', 1)]","['east africa', 'east. africa', 'east african', 'eastafrica', 'east africans', 'west africa', 'ea african']",3.0,east africa african
154,"[('bright', 5), ('home', 1), ('homes', 1), ('brighter', 1), ('solution', 1), ('farm', 1), ('solutions', 1)]","['bright', 'brighter']",2.0,bright home
155,"[('falcon', 1), ('elgon', 1), ('yara', 1)]",['falcon/elgon/yara'],1.0,falcon
156,"[('unkown', 1), ('unknown', 1)]","['unkown', 'unknown']",1.0,unkown
157,"[('xcf', 1)]",['xcf'],1.0,xcf
158,"[('hunan', 2), ('haili', 2), ('chemical', 2), ('industry', 2), ('co.', 1), ('ltd', 1)]",['hunan haili'],4.0,hunan haili chemical industry
159,"[('00', 1)]",['00'],1.0,00
160,"[('joxim', 1), ('sfqz', 1)]",['joxim/sfqz'],1.0,joxim
161,"[('chiromo', 3), ('ltd', 3), ('fertilizers', 2), ('fertilizer', 2), ('chiromi', 1), ('limited', 1)]","['chiromo fertilizers', 'chiromo fertilizer', 'chiromi fertilizers']",3.0,chiromo ltd fertilizers
162,"[('accessory', 1)]",['accessory'],1.0,accessory
163,"[('vmd', 2), ('africa', 1)]",['vmd'],2.0,vmd africa
164,"[('rhyno', 1)]",['rhyno'],1.0,rhyno
165,"[('oasis', 3), ('nairobi', 1), ('group', 1), ('asis', 1), ('ltd', 1)]","['oasis', 'asis']",2.0,oasis nairobi
166,"[('adcock', 2), ('ingram', 1)]",['adcock'],2.0,adcock ingram
167,"[('renken', 1)]",['renken'],1.0,renken
168,"[('colgate', 3), ('palmolive', 2), ('', 1)]",['colgate'],2.0,colgate palmolive
169,"[('dnl', 1)]",['dnl'],1.0,dnl
170,"[('20', 2), ('2020', 1)]","['20-20', '2020']",1.0,20
171,"[('western', 10), ('eastern', 2), ('seed', 2), ('deluxe', 1), ('square.', 1), ('weester', 1), ('feeds', 1), ('square', 1), ('seeds', 1), ('sq.ltd', 1), ('seed.', 1), ('seedco', 1), ('squre', 1)]","['western', 'weester', 'eastern']",2.0,western eastern
172,"[('hh', 1)]",['hh'],1.0,hh
173,"[('chungcheongnam', 2), ('do', 2), ('korea', 2), ('', 2)]","['chungcheongnam-do,korea', 'chungcheongnam- do,']",2.0,chungcheongnam do
174,"[('faiza', 1), ('faiz', 1)]","['faiza', 'faiz']",1.0,faiza
175,"[('1kgs', 1), ('1kg', 1), ('kgs', 1)]","['1kgs', 'kgs', '1kg']",1.0,1kgs
176,"[('chusa', 1), ('ro', 1), ('sinam', 1), ('myeon', 1)]","['chusa-ro,sinam-myeon']",1.0,chusa
177,"[('new', 5), ('life', 1), ('series', 1), ('arrival', 1), ('fashion', 1)]",['new'],2.0,new life
178,"[('holley', 2), ('cotex', 1), ('cotec', 1)]",['holley'],2.0,holley cotex
179,"[('nice', 2), ('lovely', 2), ('and', 1), ('n', 1)]","['nice and', 'nice n']",3.0,nice lovely and
180,"[('faith', 7), ('agr', 1), ('agrovet', 1), ('agrochemicals', 1), ('feeds', 1), ('agro', 1), ('agraa', 1), ('fait', 1)]","['faith', 'fait']",2.0,faith agr
181,"[('chemelil', 2), ('sugar', 1)]",['chemelil'],2.0,chemelil sugar
182,"[('ttttttt', 1), ('tttttt', 1)]","['ttttttt', 'tttttt']",1.0,ttttttt
183,"[('clear', 2), ('line', 2), ('model', 2), ('industries', 2), ('clearline', 1), ('ltd', 1)]","['clearline', 'clear line']",3.0,clear line model
184,"[('ttttt', 1)]","['ttttt', 'tttttt', 'tttt']",1.0,ttttt
185,"[('miracle', 3), ('feed', 1), ('mracle', 1), ('feeds', 1)]","['miracle', 'mracle']",2.0,miracle feed
186,"[('zzzz', 1)]",['zzzz'],1.0,zzzz
187,"[('gama', 4), ('pharma', 1), ('pharmacuticals', 1), ('gam', 1), ('gamma', 1), ('pharmaceuticals', 1)]","['gama', 'gamma', 'gam']",2.0,gama pharma
188,"[('kodak', 1)]",['kodak'],1.0,kodak
189,"[('flexipac', 3), ('ltd', 1), ('limited', 1)]",['flexipac'],2.0,flexipac ltd
190,"[('t&j', 1)]",['t&j'],1.0,t&j
191,"[('sz', 1)]",['sz'],1.0,sz
192,"[('inter', 5), ('chemie', 1), ('agro', 1), ('chemise', 1), ('beauty', 1), ('intr', 1), ('chem', 1)]","['inter', 'intr']",2.0,inter chemie
193,"[('g.p', 1)]",['g.p'],1.0,g.p
194,"[('farmtrack', 1)]",['farmtrack'],1.0,farmtrack
195,"[('gph', 3), ('companies', 1), ('limited', 1)]",['gph'],2.0,gph companies
196,"[('af1', 1)]",['af1'],1.0,af1
197,"[('mara', 3), ('moja', 1), ('ara', 1), ('circle', 1), ('ltd', 1), ('amara', 1)]","['mara', 'amara', 'ara']",2.0,mara moja
198,"[('iteq', 2), ('sulphord', 2), ('nrb', 1)]","['iteq/sulphord/nrb', 'iteq/sulphord']",1.0,iteq
199,"[('dsh', 1), ('dosh', 1)]","['dsh', 'dosh']",1.0,dsh
200,"[('nhh', 1)]",['nhh'],1.0,nhh
201,"[('rps', 1)]",['rps'],1.0,rps
202,"[('auto', 1), ('security', 1), ('lock', 1)]",['auto security'],3.0,auto security lock
203,"[('indian', 4), ('india', 3), ('immunologicals', 1), ('supplier', 1), ('limited', 1), ('immunological', 1), ('ltd', 1)]","['indian', 'india']",2.0,indian india
204,"[('motorbike', 1)]",['motorbike'],1.0,motorbike
205,"[('northlit', 1)]",['northlit'],1.0,northlit
206,"[('kinanop', 1), ('kinangop', 1)]","['kinanop', 'kinangop']",1.0,kinanop
207,"[('mbolea', 4), ('yamajimaji', 1), ('bora', 1), ('industry', 1), ('mambolea', 1)]","['mbolea', 'mambolea']",2.0,mbolea yamajimaji
208,"[('hashi', 3), ('energies', 1), ('ltd', 1)]",['hashi'],2.0,hashi energies
209,"[('ggoffa', 1)]",['ggoffa'],1.0,ggoffa
210,"[('sunjoy', 7), ('agroscience', 7), ('ningbo', 6), ('ltd', 5), ('co.', 4), ('', 1), ('co', 1), ('co.ltd', 1), ('ningo', 1)]","['ningbo sunjoy', 'ningo sunjoy']",4.0,sunjoy agroscience ningbo ltd
211,"[('&', 6), ('car', 4), ('general', 4), ('gilberts', 3), ('carl', 2), ('cc&dsl', 1), ('nrb', 1), ('ltd', 1), ('field', 1), ('carl&', 1)]","['carl &', 'carl&', 'car &']",3.0,& car general
212,"[('am', 3), ('craftop', 3), ('torktop', 3), ('', 2), ('tecmec', 2), ('tecomec', 1)]","['am/craftop/tecomec/torktop/', 'am/craftop/tecmec/torktop/', 'am/craftop/tecmec/torktop']",1.0,am
213,"[('start', 1), ('ramg', 1), ('nes', 1), ('proride', 1)]",['start/ramg/nes/proride'],1.0,start
214,"[('start', 2), ('ramg', 2), ('nes', 2), ('proride', 2), ('crocodile', 2), ('d&k', 1)]","['start/ramg/nes/proride/crocodile/d&k', 'start/ramg/nes/proride/crocodile']",1.0,start
215,"[('', 4), ('kenya', 1), ('china', 1), ('japan', 1), ('germany', 1), ('italy', 1), ('&', 1), ('others', 1)]","['kenya, china, japan']",7.0, kenya china japan germany italy &
216,"[('d', 1), ('8', 1)]",['d-8'],1.0,d
217,"[('moxacil', 1), ('mixacil', 1)]","['moxacil', 'mixacil']",1.0,moxacil
218,"[('glaxo', 3), ('smith', 3), ('kline', 2), ('kenya', 1), ('limited', 1), ('glaxosmith', 1)]","['glaxo smith', 'glaxosmith']",3.0,glaxo smith kline
219,"[('matheka', 1), ('ndadora', 1)]",['matheka'],2.0,matheka ndadora
220,"[('top', 24), ('rich', 3), ('glove', 1), ('breed', 1), ('cosmetic', 1), ('security', 1), ('class', 1), ('harvest', 1), ('seeds', 1), ('jessmart', 1), ('fry', 1), ('dog', 1), ('field', 1), ('plug', 1), ('harvests', 1), ('seed', 1), ('venturesltd', 1), ('feed', 1), ('breeds', 1), ('range', 1), ('ventures', 1), ('nuts', 1), ('ranch', 1), ('gas', 1)]",['top'],2.0,top rich
221,"[('sayona', 2), ('ltd', 1)]",['sayona'],2.0,sayona ltd
222,"[('locol', 1), ('loco', 1)]","['locol', 'loco', 'locl']",1.0,locol
223,"[('0633', 1)]",['0633'],1.0,0633
224,"[('nyumba', 4), ('mabatis', 1), ('nyuma', 1), ('almasi', 1), ('ltd', 1), ('nyumbaa', 1)]","['nyumba', 'nyumbaa', 'nyuma']",2.0,nyumba mabatis
225,"[('flora', 10), ('co.', 2), ('ltd', 2), ('co', 2), ('serviettes', 1), ('floral', 1), ('co.ltd', 1), ('ea', 1), ('usa', 1), ('raiply', 1)]","['flora', 'floral']",2.0,flora co.
226,"[('og', 1)]",['og'],1.0,og
227,"[('microp+', 1), ('microp', 1), ('yara', 1)]","['microp+', 'microp']",2.0,microp+ microp
228,"[('johnson', 2), ('&johnson', 1), ('johnsons', 1), ('&', 1), ('son', 1)]","['johnson', 'johnsons', 'johnson &']",2.0,johnson &johnson
229,"[('savannah', 4), ('savanna', 2), ('seeds', 2), ('savana', 2), ('agric', 1), ('feeds', 1), ('savanah', 1), ('brands', 1)]","['savanna', 'savannah', 'savana', 'savanah']",2.0,savannah savanna
