id,word_freq,match,average_length,cluster_name
3818,"[('beauty', 1), ('experts', 1), ('ltd', 1)]",['beauty experts'],3.0,beauty experts ltd
3819,"[('prisma', 1), ('foods', 1), ('ltd', 1)]",['prisma foods'],3.0,prisma foods ltd
3820,"[('bidcoafrica', 1), ('bidco', 1), ('africa', 1), ('ltd', 1)]","['bidcoafrica', 'bidco africa']",2.0,bidcoafrica bidco
3821,"[('laprovet', 1), ('int', 1), ('ltd', 1)]",['laprovet int'],3.0,laprovet int ltd
3822,"[('solutions', 3), ('bright', 2), ('home', 1), ('brighthome', 1), ('homes', 1)]","['bright home', 'bright homes', 'brighthome']",3.0,solutions bright home
3823,"[('hamchick', 1), ('ltd', 1)]",['hamchick'],2.0,hamchick ltd
3824,"[('adan', 2), ('ltd', 2), ('ug', 1), ('u', 1)]","['adan ug', 'adan u']",3.0,adan ltd ug
3825,"[('sama', 1), ('paska', 1), ('ltd', 1)]",['sama paska'],3.0,sama paska ltd
3826,"[('shanghai', 1), ('pet', 1), ('products', 1), ('ltd', 1)]",['shanghai pet'],4.0,shanghai pet products ltd
3827,"[('alfamix', 2), ('feeds', 1)]","['alfamix', 'afyamix']",2.0,alfamix feeds
3828,"[('moo', 2), ('ltd', 1), ('msoo', 1), ('moyo', 1), ('molo', 1)]","['moo', 'msoo', 'moyo', 'momo', 'molo']",1.0,moo
3829,"[('sky', 1), ('and', 1), ('earth', 1), ('biotechnology', 1)]",['sky and'],4.0,sky and earth biotechnology
3830,"[('farmate', 2), ('china', 1), ('farmat', 1), ('famate', 1)]","['farmate', 'farmat', 'famate']",1.0,farmate
3831,"[('asmi', 2), ('care', 2), ('asmicare', 2), ('ltd', 1), ('limited', 1), ('ltd.', 1)]","['asmi care', 'asmicare']",2.0,asmi care
3832,"[('maisha', 8), ('co.ltd', 1), ('minerals', 1), ('aluzinc', 1), ('technogies', 1), ('technologies', 1), ('mabati', 1), ('nails', 1)]",['maisha'],2.0,maisha co.ltd
3833,"[('noble', 2), ('manfuctures', 1), ('gases', 1)]",['noble'],2.0,noble manfuctures
3834,"[('finstern', 1), ('agro', 1), ('enterprices', 1)]","['finstern agro', 'inter agro']",3.0,finstern agro enterprices
3835,"[('nasco', 2), ('organix', 1), ('seeds', 1), ('naisco', 1)]","['nasco', 'naseco', 'naisco']",2.0,nasco organix
3836,"[('import', 1), ('from', 1), ('belgium', 1)]",['import from'],3.0,import from belgium
3837,"[('hhygrotech', 1), ('hygrotec', 1), ('hygotech', 1)]","['hhygrotech', 'hygrotech', 'hygrotec', 'hygotech', 'hgrotech']",1.0,hhygrotech
3838,"[('aether', 1), ('biology', 1), ('company', 1), ('ltd', 1)]",['aether biology'],4.0,aether biology company ltd
3839,"[('deeking', 1)]",['deeking'],1.0,deeking
3840,"[('nyonget', 1)]",['nyonget'],1.0,nyonget
3841,"[('plascon', 1)]",['plascon'],1.0,plascon
3842,"[('malt', 1)]",['malt'],1.0,malt
3843,"[('paamide', 1), ('ltd', 1)]",['paamide'],2.0,paamide ltd
3844,"[('miracle', 1), ('animal', 1), ('feed', 1)]",['miracle animal'],3.0,miracle animal feed
3845,"[('toshiba', 1)]",['toshiba'],1.0,toshiba
3846,"[('savan', 1), ('seeds', 1)]","['savan', 'savana']",2.0,savan seeds
3847,"[('all', 1), ('pump', 1), ('company', 1)]",['all pump'],3.0,all pump company
3848,"[('joto', 1), ('ltd', 1)]",['joto'],2.0,joto ltd
3849,"[('jk', 5), ('india', 2), ('ltd', 1), ('files', 1), ('file', 1), ('', 1)]",['jk'],2.0,jk india
3850,"[('u', 1), ('farm', 1)]","['u-farm', 'ufarm']",1.0,u
3851,"[('eascol', 1), ('seeds', 1)]",['eascol'],2.0,eascol seeds
3852,"[('alps', 2), ('bio', 2), ('ltd', 2), ('science', 1)]",['alps bio'],4.0,alps bio ltd science
3853,"[('meat', 1), ('eat', 1), ('africa', 1)]","['meat', 'met', 'mea', 'eat']",2.0,meat eat
3854,"[('orgin', 1), ('africa', 1)]",['orgin'],2.0,orgin africa
3855,"[('tri', 2), ('cover', 1), ('ltd', 1), ('clover', 1), ('triclover', 1)]","['tri-cover', 'tri-clover', 'triclover']",1.0,tri
3856,"[('nanong', 1), ('hope', 1), ('industry', 1), ('ltd', 1)]",['nanong hope'],4.0,nanong hope industry ltd
3857,"[('fax', 1), ('ltd', 1)]",['fax'],2.0,fax ltd
3858,"[('synevet', 1)]","['synevet', 'synovet']",1.0,synevet
3859,"[('saika', 4), ('pharmaceuticals', 1), ('pharmaceauticals', 1), ('pharma', 1)]",['saika'],2.0,saika pharmaceuticals
3860,"[('trust', 2), ('hard', 2), ('war', 1), ('ware', 1)]",['trust hard'],3.0,trust hard war
3861,"[('shanxi', 1), ('henge', 1), ('ian', 1), ('co', 1), ('ltd.', 1)]",['shanxi henge'],5.0,shanxi henge ian co ltd.
3862,"[('acme', 3), ('ace', 2), ('laboratorie', 1), ('pharma', 1), ('jp', 1), ('acime', 1), ('ltd', 1)]","['acme', 'acime', 'ace']",2.0,acme ace
3863,"[('ltd', 2), ('dervin', 2), ('devin', 1), ('evin', 1), ('devine', 1), ('agro', 1)]","['devin', 'devine', 'devain', 'dervin', 'evin']",2.0,ltd dervin
3864,"[('falcon', 2), ('fertlizer', 1), ('company', 1), ('fertilizer', 1), ('co.ltd', 1)]","['falcon fertlizer', 'falcon fertilizer']",3.0,falcon fertlizer company
3865,"[('mumias', 1), ('sugar', 1), ('co.', 1), ('ltd', 1)]",['mumias sugar'],4.0,mumias sugar co. ltd
3866,"[('suba', 2), ('agro', 2), ('trading', 2), ('ltd', 1)]",['suba agro'],4.0,suba agro trading ltd
3867,"[('vetrazanica', 2), ('limited', 1), ('ltd', 1)]",['vetrazanica'],2.0,vetrazanica limited
3868,"[('trading', 3), ('export', 2), ('company', 2), ('input', 2), ('ltd', 2), ('kenya', 1), ('eport', 1), ('co.inputs', 1)]","['export trading', 'eport trading']",5.0,trading export company input ltd
3869,"[('medron', 3), ('medion', 2), ('meditron', 1), ('ltd', 1), ('pharmacy', 1), ('phamarcy', 1)]","['meditron', 'medron', 'medion']",2.0,medron medion
3870,"[('afya', 1), ('quality', 1), ('feeds', 1), ('ltd', 1)]",['afya quality'],4.0,afya quality feeds ltd
3871,"[('cider', 2), ('feeds', 1), ('ciders', 1), ('farm', 1)]","['cider', 'ciders']",2.0,cider feeds
3872,"[('gunice', 1)]",['gunice'],1.0,gunice
3873,"[('torrent', 2), ('ltd', 2), ('pharmacard', 1), ('pharma', 1)]","['torrent pharmacard', 'torrent pharma']",3.0,torrent ltd pharmacard
3874,"[('batraco', 3), ('chemicles', 1), ('chemical', 1)]",['batraco'],2.0,batraco chemicles
3875,"[('alkaline', 1)]",['alkaline'],1.0,alkaline
3876,"[('plucker', 1)]",['plucker'],1.0,plucker
3877,"[('premi', 1)]",['premi'],1.0,premi
3878,"[('osaka', 2), ('pharmaceuticals', 1)]",['osaka'],2.0,osaka pharmaceuticals
3879,"[('agrounikum', 1), ('ltd', 1)]",['agrounikum'],2.0,agrounikum ltd
3880,"[('mfk', 1), ('ltd', 1)]",['mfk'],2.0,mfk ltd
3881,"[('fixatop', 2), ('kenya', 1)]",['fixatop'],2.0,fixatop kenya
3882,"[('hangzhou', 3), ('jike', 3), ('trade', 3), ('ltd', 3), ('china', 3), ('co.', 2), ('co', 1), ('', 1)]",['hangzhou jike trade'],6.0,hangzhou jike trade ltd china co.
3883,"[('sino', 1), ('agri', 1), ('red', 1), ('sun', 1), ('bi', 1), ('', 1), ('technology', 1), ('co.ltd', 1)]",['sino agri red'],7.0,sino agri red sun bi  technology
3884,"[('laleham', 2), ('health', 2), ('ltd', 1), ('and', 1), ('beauty', 1), ('limted', 1)]",['laleham health'],4.0,laleham health ltd and
3885,"[('coast', 1), ('cable', 1), ('ltd', 1)]",['coast cable'],3.0,coast cable ltd
3886,"[('cussons', 1), ('ea', 1), ('ltd', 1)]",['cussons ea'],3.0,cussons ea ltd
3887,"[('', 2), ('kilimanjaro', 1), ('seeds', 1), ('u', 1), ('ltd', 1)]",['kilimanjaro seeds'],4.0, kilimanjaro seeds u
3888,"[('finegrow', 3), ('eastafrica', 1), ('fine', 1), ('grow', 1), ('east', 1), ('africa', 1), ('suppliers', 1)]","['finegrow', 'fine grow']",2.0,finegrow eastafrica
3889,"[('jamal', 1), ('jama', 1), ('shop', 1)]","['jamal', 'jama']",2.0,jamal jama
3890,"[('rai', 3), ('rain', 2), ('cement', 1), ('ruai', 1), ('distributors', 1), ('bow', 1), ('ltd', 1)]","['rai', 'ruai', 'rain']",2.0,rai rain
3891,"[('incolabs', 1), ('ltd', 1)]",['incolabs'],2.0,incolabs ltd
3892,"[('altlanics', 1), ('u', 1), ('science', 1)]",['altlanics u'],3.0,altlanics u science
3893,"[('biofeed', 1), ('crop', 1), ('science', 1)]",['biofeed crop'],3.0,biofeed crop science
3894,"[('suede', 1)]",['suede'],1.0,suede
3895,"[('metro', 9), ('vet', 1), ('pharms', 1), ('pharma', 1), ('ltd', 1), ('tech', 1), ('feeds', 1), ('india', 1), ('pharmaceuticals', 1)]",['metro'],2.0,metro vet
3896,"[('hakika', 5), ('ltd', 1), ('farmline', 1), ('feeds', 1), ('ltd.', 1)]",['hakika'],2.0,hakika ltd
3897,"[('kaptuei', 1), ('company', 1)]",['kaptuei'],2.0,kaptuei company
3898,"[('farm', 1), ('expert', 1), ('supplies', 1)]",['farm expert'],3.0,farm expert supplies
3899,"[('dafra', 3), ('pharmaceuticals', 1), ('pharma', 1), ('afra', 1)]","['dafra', 'afra']",2.0,dafra pharmaceuticals
3900,"[('kam', 1), ('gas', 1), ('company', 1)]",['kam gas'],3.0,kam gas company
3901,"[('faith', 9), ('agro', 9), ('inputs', 5), ('input', 3), ('ltd', 3), ('limited', 2), ('ltd.', 1), ('uganda', 1)]",['faith agro'],4.0,faith agro inputs input
3902,"[('alligator', 3), ('ltd', 1), ('aligator', 1), ('england', 1), ('allegator', 1), ('aklligator', 1)]","['alligator', 'aklligator', 'aligator', 'allegator']",1.0,alligator
3903,"[('novagen', 2), ('hedlthcare', 1), ('healthcare', 1)]",['novagen'],2.0,novagen hedlthcare
3904,"[('dmf', 2), ('ltd', 1), ('mamboleo', 1)]",['dmf'],2.0,dmf ltd
3905,"[('mtali', 1), ('agrodealers', 1), ('ltd', 1)]",['mtali agrodealers'],3.0,mtali agrodealers ltd
3906,"[('distributorstrans', 1), ('global', 1), ('ltd', 1)]",['distributorstrans global'],3.0,distributorstrans global ltd
3907,"[('afrigas', 2), ('ltd', 2), ('afri', 1), ('gas', 1)]","['afrigas', 'afri gas', 'africas']",2.0,afrigas ltd
3908,"[('prisim', 1), ('pharmacutical', 1)]","['prisim', 'prisima', 'prism']",2.0,prisim pharmacutical
3909,"[('indian', 1), ('immunology', 1), ('ltd', 1)]","['indian immunology', 'indian immunological']",3.0,indian immunology ltd
3910,"[('xara', 4), ('afrika', 1), ('extra', 1), ('ltd', 1)]","['xara', 'ara']",2.0,xara afrika
3911,"[('doctor', 2), ('pharma', 2), ('manufacturing', 2), ('limited', 1), ('uk', 1), ('ltd', 1)]",['doctor pharma'],4.0,doctor pharma manufacturing limited
3912,"[('bakri', 1)]",['bakri'],1.0,bakri
3913,"[('inigran', 1), ('ltd', 1)]",['inigran'],2.0,inigran ltd
3914,"[('wemax', 4), ('agro', 4), ('ltd', 2), ('china', 1), ('lmtd', 1), ('limited', 1)]",['wemax agro'],3.0,wemax agro ltd
3915,"[('hyper', 1), ('kenya', 1)]",['hyper'],2.0,hyper kenya
3916,"[('baynoe', 1), ('chem', 1), ('suzhou', 1), ('', 1), ('co.', 1), ('ltd', 1)]",['baynoe chem(suzhou)'],4.0,baynoe chem suzhou 
3917,"[('star', 2), ('plastics', 1), ('ltd', 1), ('plastic', 1), ('limited', 1)]","['star plastics', 'star plastic']",3.0,star plastics ltd
3918,"[('uganda', 1), ('breweries', 1), ('ltd', 1)]",['uganda breweries'],3.0,uganda breweries ltd
3919,"[('jinan', 1), ('kesai', 1)]",['jinan'],2.0,jinan kesai
3920,"[('tanzania', 2), ('ltd', 2), ('distillers', 1), ('distillaries', 1)]","['tanzania distillers', 'tanzania distillaries']",3.0,tanzania ltd distillers
3921,"[('kebab', 1)]",['kebab'],1.0,kebab
3922,"[('bakex', 1)]",['bakex'],1.0,bakex
3923,"[('earcl', 1)]","['earcl', 'eacl']",1.0,earcl
3924,"[('noy', 1), ('feeds', 1)]",['noy'],2.0,noy feeds
3925,"[('aspen', 3), ('pharmaceutical', 1), ('aspe', 1), ('ltd', 1)]","['aspen', 'aspe']",2.0,aspen pharmaceutical
3926,"[('latex', 2), ('industries', 1)]",['latex'],2.0,latex industries
3927,"[('denandy', 1), ('services', 1)]",['denandy'],2.0,denandy services
3928,"[('france', 1)]",['france'],1.0,france
3929,"[('kela', 3), ('kebla', 1), ('laboratories', 1), ('ltd', 1)]","['kebla', 'kela', 'kebl']",2.0,kela kebla
3930,"[('eram', 2), ('vet', 2), ('pharmacy', 1), ('ltd', 1)]",['eram vet'],3.0,eram vet pharmacy
3931,"[('fsa', 3), ('seeds', 1), ('seed', 1)]",['fsa'],2.0,fsa seeds
3932,"[('bidco', 2), ('ltd', 2), ('co', 1), ('co.', 1)]","['bidco co', 'bidco co.']",3.0,bidco ltd co
3933,"[('boiler', 2), ('feeds', 1)]",['boiler'],2.0,boiler feeds
3934,"[('sida', 1), ('sidau', 1)]","['sida', 'sidau', 'sidai']",1.0,sida
3935,"[('western', 4), ('square', 3), ('ltd', 2), ('kltd', 1), ('squre', 1), ('limited', 1)]","['western square', 'western squre']",3.0,western square ltd
3936,"[('agri', 3), ('tunza', 3), ('feeds', 1), ('limited', 1), ('ltd', 1), ('ltd.', 1)]",['agri tunza'],3.0,agri tunza feeds
3937,"[('tumaini', 3), ('feeds', 1), ('chemist', 1)]",['tumaini'],2.0,tumaini feeds
3938,"[('nikki', 4), ('farm', 1), ('inve', 1), ('pharm', 1)]","['nikki', 'niki']",2.0,nikki farm
3939,"[('badex', 1)]",['badex'],1.0,badex
3940,"[('ankur', 1)]",['ankur'],1.0,ankur
3941,"[('kenlands', 3), ('ltd', 1), ('products', 1)]","['kenlands', 'kenland']",2.0,kenlands ltd
3942,"[('movit', 2), ('products', 1), ('movi', 1)]","['movit', 'movi']",1.0,movit
3943,"[('corteva', 5), ('ltd', 1), ('agroscience', 1), ('agriscience', 1), ('seeds', 1)]",['corteva'],2.0,corteva ltd
3944,"[('merial', 4), ('ltd', 2), ('vaccine', 1), ('meria', 1), ('lmt', 1)]","['merial', 'meria', 'imperial']",2.0,merial ltd
3945,"[('malleus', 1), ('chem', 1), ('ltd', 1)]",['malleus chem'],3.0,malleus chem ltd
3946,"[('bash', 3), ('phama', 1), ('pharma', 1)]","['bash', 'ash']",2.0,bash phama
3947,"[('und', 1)]",['und'],1.0,und
3948,"[('shalina', 2), ('lab', 2), ('ltds', 1), ('pvt', 1), ('ltd', 1)]",['shalina lab'],4.0,shalina lab ltds pvt
3949,"[('unga', 1), ('limited', 1), ('company', 1)]",['unga limited'],3.0,unga limited company
3950,"[('kentons', 3), ('limited', 1), ('ltd', 1), ('kenton', 1)]","['kentons', 'kenton']",2.0,kentons limited
3951,"[('qingdao', 2), ('audis', 2), ('bio', 2), ('tech', 2), ('co.', 1), ('', 1), ('ltd', 1)]",['qingdao audis'],4.0,qingdao audis bio tech
3952,"[('farm', 3), ('bingwa', 2), ('feeds', 2), ('care', 1), ('.bingwa', 1)]","['bingwa farm', '.bingwa farm']",3.0,farm bingwa feeds
3953,"[('quality', 3), ('feeds', 3), ('ahadi', 2), ('ltd', 1), ('ahadii', 1)]","['ahadi quality', 'ahadii quality']",3.0,quality feeds ahadi
3954,"[('win', 4), ('medicare', 2), ('', 1), ('pharm', 1), ('pharma', 1)]","['win', 'wine', 'win-', 'twin']",2.0,win medicare
3955,"[('pembeni', 2), ('feeds', 1)]",['pembeni'],2.0,pembeni feeds
3956,"[('brac', 3), ('seed', 1), ('seeds', 1)]","['brac', 'brack', 'bra']",2.0,brac seed
3957,"[('mofarm', 1)]",['mofarm'],1.0,mofarm
3958,"[('modern', 2), ('agri', 1), ('chmical', 1), ('agro', 1), ('chemicals', 1), ('jinja', 1)]","['modern agri', 'modern agro']",4.0,modern agri chmical agro
3959,"[('omusale', 1), ('ltd', 1)]",['omusale'],2.0,omusale ltd
3960,"[('', 2), ('scent', 1), ('u', 1), ('ltd', 1)]",['scent (u)'],3.0, scent u
3961,"[('devyan', 1), ('food', 1), ('company', 1)]",['devyan food'],3.0,devyan food company
3962,"[('food', 4), ('industry', 1), ('security', 1), ('max', 1)]",['food'],2.0,food industry
3963,"[('nescafe', 2), ('ltd', 1)]",['nescafe'],2.0,nescafe ltd
3964,"[('afya', 1), ('mix', 1), ('ltd', 1)]","['afya mix', 'afyamix']",3.0,afya mix ltd
3965,"[('excel', 4), ('ltd', 1), ('industries', 1), ('chemicals', 1)]","['excel', 'exel']",2.0,excel ltd
3966,"[('ramtons', 2), ('ltd', 1)]",['ramtons'],2.0,ramtons ltd
3967,"[('boading', 1), ('co.', 1), ('ltd', 1)]",['boading co.'],3.0,boading co. ltd
3968,"[('hope', 1), ('sam', 1), ('feeds', 1)]",['hope sam'],3.0,hope sam feeds
3969,"[('busia', 1), ('farm', 1)]",['busia'],2.0,busia farm
3970,"[('pamoja', 2), ('vets', 1), ('agro.', 1), ('vet', 1), ('agro', 1)]","['pamoja vets', 'pamoja vet']",3.0,pamoja vets agro.
3971,"[('haili', 2), ('guinhi', 1), ('chemicals', 1), ('guinzi', 1), ('chemical', 1), ('pesticide', 1), ('co.ltd', 1)]","['haili guinhi', 'haili guinzi']",4.0,haili guinhi chemicals guinzi
3972,"[('happy', 1), ('farming', 1), ('ltd', 1)]",['happy farming'],3.0,happy farming ltd
3973,"[('miadi', 1)]",['miadi'],1.0,miadi
3974,"[('bags', 2), ('bag', 2), ('ltd', 1), ('co', 1)]","['bags', 'bag']",2.0,bags bag
3975,"[('healthcare', 5), ('health', 3), ('care', 3), ('limited', 2), ('pvt', 2), ('healtcare', 1), ('pvt.limited', 1), ('pharmaceuticals', 1), ('ltd', 1)]","['healtcare', 'healthcare', 'health care']",2.0,healthcare health
3976,"[('tppl', 3), ('ltd', 1), ('limited', 1)]",['tppl'],2.0,tppl ltd
3977,"[('hebei', 1), ('xingbai', 1), ('agricultural', 1), ('ltd', 1)]",['hebei xingbai'],4.0,hebei xingbai agricultural ltd
3978,"[('hoshin', 2), ('medical', 1)]",['hoshin'],2.0,hoshin medical
3979,"[('rashel', 1), ('trading', 1), ('co.ltd', 1)]",['rashel trading'],3.0,rashel trading co.ltd
3980,"[('yabal', 1)]",['yabal'],1.0,yabal
3981,"[('dekab', 1)]","['dekab', 'dekalb']",1.0,dekab
3982,"[('dasher', 1), ('feeds', 1)]",['dasher'],2.0,dasher feeds
3983,"[('scopvet', 2), ('scopvel', 1), ('scopevet', 1), ('scoopvet', 1), ('vet', 1)]","['scopvet', 'scopevet', 'scoopvet', 'scopvel']",1.0,scopvet
3984,"[('gopaldas', 1), ('visram&', 1), ('co', 1), ('ltd', 1)]",['gopaldas visram&'],4.0,gopaldas visram& co ltd
3985,"[('nikii', 2), ('investment', 1)]","['nikii', 'niki']",2.0,nikii investment
3986,"[('nightrose', 1), ('cosmetics', 1), ('ltd', 1)]",['nightrose cosmetics'],3.0,nightrose cosmetics ltd
3987,"[('supamix', 1), ('feeds', 1)]",['supamix'],2.0,supamix feeds
3988,"[('ellys', 1), ('&jays', 1), ('enterprises', 1)]",['ellys &jays'],3.0,ellys &jays enterprises
3989,"[('cosmos', 1), ('limited', 1), ('rangwe', 1), ('road', 1)]",['cosmos limited'],4.0,cosmos limited rangwe road
3990,"[('timo', 1), ('tiamo', 1)]","['timo', 'tiamo']",1.0,timo
3991,"[('victory', 1), ('animal', 1), ('feeds', 1)]",['victory animal'],3.0,victory animal feeds
3992,"[('geltec', 1), ('private', 1), ('ltd', 1)]",['geltec private'],3.0,geltec private ltd
3993,"[('sema', 2), ('farm', 1), ('seema', 1), ('sem', 1)]","['sema', 'stema', 'seema', 'sem', 'sea']",1.0,sema
3994,"[('kenknit', 1), ('ltd', 1)]",['kenknit'],2.0,kenknit ltd
3995,"[('bidco', 1), ('feeds', 1), ('company', 1)]",['bidco feeds'],3.0,bidco feeds company
3996,"[('jerea', 1), ('venture', 1), ('company', 1)]",['jerea venture'],3.0,jerea venture company
3997,"[('heritage', 4), ('feeds', 1), ('foods', 1), ('helitage', 1), ('food', 1)]","['heritage', 'helitage']",2.0,heritage feeds
3998,"[('pty', 1), ('ltd', 1)]",['pty'],2.0,pty ltd
3999,"[('biologics', 1), ('biologistics', 1)]","['biologics', 'biologistics']",1.0,biologics
4000,"[('eaecl', 1)]","['eaecl', 'eacl']",1.0,eaecl
4001,"[('nijima', 1), ('k', 1), ('', 1), ('ltd', 1)]",['nijima(k)'],2.0,nijima k
4002,"[('pharma', 3), ('q', 3), ('pty', 3), ('', 3), ('ltd', 3)]","['pharma-q(pty)', 'pharma-q (pty)', 'pharma-q(pty)ltd']",2.0,pharma q
4003,"[('pharma', 1), ('q', 1), ('', 1), ('pty', 1), ('ltd', 1)]",['pharma(q) pty'],3.0,pharma q 
4004,"[('meghmani', 4), ('organics', 2), ('limited', 2), ('organic', 2), ('ltd', 2)]","['meghmani organics', 'meghmani organic']",3.0,meghmani organics limited
4005,"[('muguri', 1), ('agri', 1), ('supplies', 1)]",['muguri agri'],3.0,muguri agri supplies
4006,"[('biscuits', 1), ('ltd', 1), ('biscuit', 1)]","['biscuits', 'biscuit']",2.0,biscuits ltd
4007,"[('credible', 1), ('agriscience', 1)]",['credible'],2.0,credible agriscience
4008,"[('g', 1), ('nails', 1), ('art', 1), ('ltds', 1)]",['g-nails art'],3.0,g nails art
4009,"[('infinite', 2), ('health', 2), ('ltd', 1), ('ltd.', 1)]",['infinite health'],3.0,infinite health ltd
4010,"[('miami', 3), ('agrochemical', 1), ('agrochemicals', 1)]",['miami'],2.0,miami agrochemical
4011,"[('miami', 1), ('science', 1), ('lab', 1)]",['miami science'],3.0,miami science lab
4012,"[('', 4), ('sable', 2), ('combine', 2), ('zambia', 2), ('ltd', 1), ('limited', 1)]",['sable combine'],4.0, sable combine zambia
4013,"[('minix', 1), ('aminix', 1), ('limited', 1), ('mini', 1)]","['minix', 'aminix', 'mini']",1.0,minix
4014,"[('maisha', 1), ('mabati', 1), ('mills', 1), ('ruiru', 1)]",['maisha mabati'],4.0,maisha mabati mills ruiru
4015,"[('premium', 1), ('health', 1), ('care', 1)]",['premium health'],3.0,premium health care
4016,"[('tong', 2), ('chemicals', 2), ('shanghai_e', 1), ('shanghai', 1), ('e', 1)]","['shanghai_e tong', 'shanghai e-tong']",3.0,tong chemicals shanghai_e
4017,"[('miami', 1), ('agrochemical', 1), ('kenya', 1)]",['miami agrochemical'],3.0,miami agrochemical kenya
4018,"[('gat', 1), ('fertilizers', 1), ('israel', 1)]",['gat fertilizers'],3.0,gat fertilizers israel
4019,"[('jk', 2), ('files', 1), ('ltd', 1), ('fikes', 1), ('india', 1)]","['jk files', 'jk fikes']",3.0,jk files ltd
4020,"[('top', 1), ('harvest', 1), ('holland', 1)]",['top harvest'],3.0,top harvest holland
4021,"[('vovantis', 4), ('laboratorise', 1), ('laboratories', 1), ('labs', 1)]",['vovantis'],2.0,vovantis laboratorise
4022,"[('otsuka', 5), ('ltd', 1), ('phamacetical', 1), ('pharmaceuticals', 1), ('pharmaceutical', 1)]",['otsuka'],2.0,otsuka ltd
4023,"[('nkunzi', 4), ('ltd', 1), ('pharmaceuticals', 1), ('pharms', 1)]",['nkunzi'],2.0,nkunzi ltd
4024,"[('mandom', 2), ('indonesia', 2), ('pt.', 1), ('tbk', 1), ('pt', 1)]","['pt. mandom', 'pt mandom']",4.0,mandom indonesia pt. tbk
4025,"[('shanghai', 1), ('biological', 1), ('industries', 1)]",['shanghai biological'],3.0,shanghai biological industries
4026,"[('amiram', 1)]",['amiram'],1.0,amiram
4027,"[('remedies', 4), ('ltd', 4), ('pvt', 2), ('sydler', 2), ('syder', 1), ('sydiar', 1)]","['syder remedies', 'sydler remedies', 'sydiar remedies']",4.0,remedies ltd pvt sydler
4028,"[('abolf', 1)]",['abolf'],1.0,abolf
4029,"[('nanjing', 1), ('ninjliang', 1), ('biological', 1), ('fertilizer', 1), ('co.', 1), ('ltd', 1)]",['nanjing ninjliang biological'],6.0,nanjing ninjliang biological fertilizer co. ltd
4030,"[('nutrimzuri', 1)]",['nutrimzuri'],1.0,nutrimzuri
4031,"[('ledaeli', 1), ('investments', 1)]",['ledaeli'],2.0,ledaeli investments
4032,"[('ibca', 1)]",['ibca'],1.0,ibca
4033,"[('cosmocel', 1)]",['cosmocel'],1.0,cosmocel
4034,"[('elite', 1), ('feeds', 1), ('suppliers', 1)]",['elite feeds'],3.0,elite feeds suppliers
4035,"[('mapacha', 1), ('feed', 1), ('mills', 1), ('ltd.', 1)]",['mapacha feed'],4.0,mapacha feed mills ltd.
4036,"[('tego', 1), ('ego', 1), ('teg', 1)]","['tego', 'teg', 'ego']",1.0,tego
4037,"[('france', 1), ('wokali', 1), ('cosmetics', 1), ('ltd', 1)]",['france wokali'],4.0,france wokali cosmetics ltd
4038,"[('nutrico', 1), ('company', 1)]","['nutrico', 'nutreco']",2.0,nutrico company
4039,"[('nantong', 2), ('egens', 2), ('ltd', 2), ('biotech', 1), ('biotechnology', 1)]",['nantong egens'],4.0,nantong egens ltd biotech
4040,"[('genius', 1), ('africa', 1), ('international', 1)]",['genius africa'],3.0,genius africa international
4041,"[('twero', 1), ('hard', 1), ('ware', 1)]",['twero hard'],3.0,twero hard ware
4042,"[('ningbo', 1), ('synagrochem', 1), ('co.ltd', 1)]",['ningbo synagrochem'],3.0,ningbo synagrochem co.ltd
4043,"[('bruce', 2), ('nazil', 2), ('investmentl', 1), ('investment', 1)]",['bruce nazil'],3.0,bruce nazil investmentl
4044,"[('bact', 1)]","['bact', 'bat']",1.0,bact
4045,"[('hungzhou', 1), ('ltd', 1), ('china', 1)]",['hungzhou ltd'],3.0,hungzhou ltd china
4046,"[('brazil', 1)]",['brazil'],1.0,brazil
4047,"[('spring', 5), ('ltd', 1), ('fertilizers', 1), ('afri', 1), ('ventures', 1), ('spring.', 1), ('springs', 1), ('co', 1)]","['spring', 'springs', 'spring.']",2.0,spring ltd
4048,"[('saba', 1)]",['saba'],1.0,saba
4049,"[('hatex', 1), ('hartex', 1)]","['hatex', 'hartex']",1.0,hatex
4050,"[('nanjing', 1), ('essence', 1), ('ltd', 1)]",['nanjing essence'],3.0,nanjing essence ltd
4051,"[('punex', 1)]",['punex'],1.0,punex
4052,"[('mobil', 2), ('energy', 1), ('ltd', 1)]",['mobil'],2.0,mobil energy
4053,"[('karibu', 1), ('flour', 1), ('millers', 1)]",['karibu flour'],3.0,karibu flour millers
4054,"[('suba', 2), ('agro', 1)]",['suba'],2.0,suba agro
4055,"[('yidong', 1), ('industrial', 1), ('zone', 1)]",['yidong industrial'],3.0,yidong industrial zone
4056,"[('jemb', 1)]",['jemb'],1.0,jemb
4057,"[('nikos', 1)]","['nikos', 'nikkos']",1.0,nikos
4058,"[('amco', 1), ('aimco', 1), ('ltd', 1)]","['amco', 'aimco']",2.0,amco aimco
4059,"[('nantong', 2), ('fine', 2), ('gongcheng', 1), ('chemical', 1), ('co.', 1), ('ltd', 1), ('gongchneng', 1), ('chemicals', 1)]","['nantong gongcheng fine', 'nantong gongchneng']",5.0,nantong fine gongcheng chemical co.
4060,"[('iffa', 1), ('seed', 1)]",['iffa'],2.0,iffa seed
4061,"[('topex', 1)]",['topex'],1.0,topex
